STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,CNTY,C_FSCS,GEOCODE,STARTDAT,ENDDATE,POPU_UND,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,OCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,EC_LO_OT,EC_ST,ELECCOLL,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,PHYSCIR,ELINFO,ELCONT,TOTCOLL,LOANTO,LOANFM,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,GPTERMS,PITUSR,WIFISESS,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,CNTYPOP,LOCALE_ADD
NY,NY0409,5200453770,YATES COMMUNITY LIBRARY,15 NORTH MAIN STREET,LYNDONVILLE,14098,ORLEANS,Y,SD1,01/01/2018,12/31/2018,4110,1,0,0,0.75,0.75,1.04,1.79,103035,10935,0,15797,129767,-9,-9,-9,11997,0,423,12420,-9,125929,0,0,0,0,0,5125,16897,8840,1341,540,842,4,48,16,64,18,2096,10282,1245,1940,14395,5459,1012,13383,0,1012,14395,1230,1987,65,39,7,1644,871,120,5,1673,1446,5000,2018,2,1,0,0,0,40612,42
NY,NY0410,5200454020,LEE-WHEDON MEMORIAL LIBRARY,620 WEST AVENUE,MEDINA,14103,ORLEANS,Y,SD1,01/01/2018,12/31/2018,11118,1,0,0,2,3,6.75,9.75,545915,103229,0,38637,687781,297579,111687,409266,42380,14592,4862,61834,122348,593448,0,94638,0,184,94822,104716,66064,9235,3616,594,6359,4,50,16,66,98,2724,87591,9375,8508,77811,23057,3756,74055,50511,54267,128322,4474,6476,340,255,18,10388,6596,866,8,6606,6099,29033,2018,2,1,0,0,0,40612,32
NY,NY0412,5600220010,ADAMS FREE LIBRARY,2 NORTH MAIN STREET,ADAMS,13605,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,1760,1,0,0,0,0.6,0.3,0.9,48366,1418,0,7665,57449,-9,-9,-9,6316,0,397,6713,-9,50646,0,0,0,0,0,0,9634,6880,97,1574,757,0,11,16,27,16,1768,6405,1222,1327,8165,2304,704,7461,567,1271,8732,1785,1507,145,61,6,823,303,51,4,1212,5197,15482,2018,2,1,0,0,0,111755,31
NY,NY0413,5600220020,ADAMS CENTER FREE LIBRARY,18267 STATE ROUTE 177,ADAMS CENTER,13606,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,1554,1,0,0,0,0.6,0.2,0.8,73754,1418,0,2960,78132,-9,-9,-9,7279,0,567,7846,-9,67472,0,0,0,0,0,4339,6172,6880,21,1574,209,0,11,16,27,0,1248,7527,650,690,2235,761,158,2077,88,246,2323,560,642,60,12,18,649,45,102,4,1870,1821,16438,2018,2,1,0,0,0,111755,31
NY,NY0414,5600220110,MACSHERRY LIBRARY,112 WALTON STREET,ALEXANDRIA BAY,13607,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,1069,1,0,0,0,0.88,1.75,2.63,51064,2136,0,53378,106578,70259,19614,89873,4825,0,1054,5879,56131,151883,0,0,0,1,1,0,19384,6880,711,1574,1680,0,11,16,27,21,2912,20040,198,2166,20100,3119,2112,17988,1339,3451,21439,1703,2929,254,110,0,3454,1480,0,8,3081,6607,22005,2018,2,1,0,0,0,111755,42
NY,NY0415,5600220250,CROSBY PUBLIC LIBRARY,59 MAIN STREET,ANTWERP,13608,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,1830,1,0,0,0,0.45,0,0.45,50757,1418,0,4399,56574,-9,-9,-9,289,0,0,289,-9,34529,0,0,0,32509,32509,22002,3547,6880,10,1574,97,0,11,16,27,9,1196,1440,250,130,760,278,67,693,97,164,857,70,45,11,6,0,235,82,0,7,816,3396,11842,2018,2,1,0,0,0,111755,42
NY,NY0416,5600220570,BELLEVILLE PHILOMATHEAN FREE LIBRARY,8086 COUNTY ROUTE 75,BELLEVILLE,13611,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,223,1,0,0,0,0.35,0,0.35,24559,14418,0,2448,41425,-9,-9,-9,3951,0,252,4203,-9,26106,0,0,0,0,0,0,4746,6880,34,1574,286,0,11,16,27,8,728,790,194,87,1040,95,38,1002,93,131,1133,724,173,7,4,0,95,60,0,3,50,6400,5782,2018,2,1,0,6,0,111755,42
NY,NY0417,5600220690,SALLY PLOOF HUNTER MEMORIAL LIBRARY,101 PUBLIC WORKS DRIVE,BLACK RIVER,13612,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,1336,1,0,0,0,0.05,0.34,0.39,133234,1418,0,6946,141598,-9,-9,-9,17250,0,2222,19472,-9,129191,0,0,0,210,210,0,16525,6880,550,1574,2349,0,11,16,27,10,2496,9244,440,1420,13795,7570,879,12916,990,1869,14785,3474,1155,36,31,2,1510,1269,12,4,815,3269,32955,2018,2,1,0,0,0,111755,23
NY,NY0418,5600220930,BROWNVILLE-GLEN PARK LIBRARY ASSOCIATION,216 BROWN BOULEVARD,BROWNVILLE,13615,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,1607,1,0,0,0,0.63,0,0.63,38112,1418,0,1048,40578,-9,-9,-9,3650,0,236,3886,-9,28539,0,0,0,0,0,0,7788,6880,171,1574,531,0,11,16,27,22,1300,2042,19,1227,2771,497,184,2587,102,286,2873,10,95,0,0,0,0,0,0,4,550,2190,10254,2018,2,1,0,0,0,111755,23
NY,NY0419,5600221100,CAPE VINCENT COMMUNITY LIBRARY,157 NORTH REAL STREET,CAPE VINCENT,13618,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,2753,1,0,0,0,0.75,1.15,1.9,63646,1418,0,30872,95936,-9,-9,-9,9605,0,1923,11528,-9,108454,0,0,0,0,0,0,13417,6880,598,1574,1468,0,11,16,27,20,1976,36574,3952,1562,14924,3185,1181,13743,986,2167,15910,2584,2747,311,155,8,2448,1567,18,4,1976,4429,14855,2018,2,1,0,0,0,111755,42
NY,NY0420,5600221120,CARTHAGE FREE LIBRARY,412 BUDD STREET,CARTHAGE,13619,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,5704,1,0,0,0,0.75,4.04,4.79,159708,1908,0,36417,198033,96735,8936,105671,16084,0,747,16831,39102,161604,0,40195,0,11326,51521,15088,20992,6880,112,1574,925,0,11,16,27,40,2392,18587,3460,5172,21130,7546,2501,18629,1523,4024,22653,2405,2720,266,114,23,2584,1558,207,20,4200,12583,13560,2018,2,1,0,0,0,111755,23
NY,NY0421,5600221270,LYME FREE LIBRARY,12165 MAIN STREET,CHAUMONT,13622,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,2166,1,0,0,0,0.6,0.45,1.05,79563,1418,0,25396,106377,-9,-9,-9,18801,0,1416,20217,-9,97895,0,0,0,0,0,0,25287,6880,1687,1574,1640,0,11,16,27,0,2080,11103,3100,1604,18797,6030,912,17885,1286,2198,20083,2913,2601,153,68,3,1693,762,71,5,7565,4537,17460,2018,2,1,0,0,0,111755,42
NY,NY0422,5600221400,HAWN MEMORIAL LIBRARY,220 JOHN STREET,CLAYTON,13624,JEFFERSON,Y,OTH,06/01/2017,05/31/2018,1961,1,0,0,0,1,2,3,111051,3404,0,23334,137789,84360,10508,94868,17108,0,0,17108,31635,143611,0,0,0,0,0,0,20128,6147,995,1382,1520,0,9,16,25,31,2548,23993,528,3714,20652,4727,1880,18772,1230,3110,21882,2544,1601,197,133,8,3851,2621,79,10,3294,5059,18082,2018,2,1,0,0,0,111755,42
NY,NY0423,5600221740,DEPAUVILLE FREE LIBRARY,32333 COUNTY ROUTE 179,DEPAUVILLE,13632,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,5108,1,0,0,0.63,0.63,1.25,1.88,68575,1510,0,4655,74740,-9,-9,-9,3801,0,490,4291,-9,74424,0,0,0,0,0,0,6740,6880,132,1574,149,0,8,16,24,37,2132,9421,907,121,6889,1997,0,6889,46,46,6935,34,89,382,190,73,3931,1575,832,4,2134,1589,21079,2018,2,1,0,0,0,111755,42
NY,NY0424,5600221770,DEXTER FREE LIBRARY,120 EAST KIRBY STREET,DEXTER,13634,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,4643,1,0,0,0,0.53,0.4,0.93,87741,6418,0,4207,98366,-9,-9,-9,7116,0,311,7427,-9,60835,0,0,0,0,0,12535,8673,6880,80,1574,649,0,11,16,27,0,1326,4500,275,847,4073,1211,608,3465,337,945,4410,754,761,100,59,1,1113,892,4,3,493,3247,10631,2018,2,1,0,0,0,111755,23
NY,NY0425,5600221910,EAST HOUNSFIELD FREE LIBRARY,19438 NYS ROUTE 3,WATERTOWN,13601,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,458,1,0,0,0,0.3,0,0.3,12535,1418,0,13131,27084,-9,-9,-9,2360,0,1350,3710,-9,28259,0,0,0,0,0,0,599,6880,15,1574,20,0,11,16,27,1,650,2311,286,492,466,466,0,466,0,0,466,0,0,99,96,3,807,782,25,4,2117,872,9212,2018,2,1,0,0,0,111755,41
NY,NY0426,5600222110,ELLISBURG FREE LIBRARY,12117 NYS ROUTE 193,ELLISBURG,13636,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,242,1,0,0,0,0.3,0,0.3,21059,1418,0,1229,23706,-9,-9,-9,1775,0,44,1819,-9,16041,0,0,0,0,0,0,8489,6880,130,1574,186,0,8,16,24,23,624,5063,156,257,8409,3234,26,8383,14,40,8423,10,63,33,30,3,425,419,6,4,3465,47,3667,2018,2,1,0,0,0,111755,42
NY,NY0427,5600222170,EVANS MILLS PUBLIC LIBRARY,8706 NOBLE STREET,EVANS MILLS,13637,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,616,1,0,0,0,0.41,0.18,0.59,36229,1418,0,856,38503,-9,-9,-9,3602,0,11,3613,-9,40676,0,0,0,0,0,0,5207,6880,5,1574,31,0,11,16,27,22,1222,3059,443,475,2325,198,391,1934,246,637,2571,487,184,7,4,0,67,59,0,5,841,1054,15310,2018,2,1,0,0,0,111755,23
NY,NY0428,5600222850,HENDERSON FREE LIBRARY,8939 NYS ROUTE 178,HENDERSON,13650,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,1348,1,0,0,0,0.88,0.45,1.33,71580,1418,0,7267,80265,-9,-9,-9,10041,0,1279,11320,-9,73491,0,0,0,0,0,0,10350,6880,517,1574,895,0,11,16,27,22,1352,6952,428,980,11416,2638,1266,10150,1112,2378,12528,1099,1365,69,45,2,1409,1006,32,4,661,5323,18240,2018,2,1,0,0,0,111755,42
NY,NY0429,5600223450,ORLEANS PUBLIC LIBRARY,36263 NYS ROUTE 180,LAFARGEVILLE,13656,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,2765,1,0,0,0,0.98,0.1,1.08,57843,1418,0,0,59261,-9,-9,-9,6285,0,0,6285,-9,60195,0,0,0,0,0,0,12874,6880,25,1574,128,0,11,16,27,42,1508,12800,257,1252,10895,4013,177,10718,77,254,10972,21,114,99,23,17,780,410,157,3,238,603,3646,2018,2,1,0,0,0,111755,42
NY,NY0430,5600223880,MANNSVILLE FREE LIBRARY,108 LILAC PARK DRIVE,MANNSVILLE,13661,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,351,1,0,0,0,0.48,0.24,0.72,37359,1418,0,975,39752,-9,-9,-9,3900,0,449,4349,-9,34125,0,0,0,0,0,0,2891,6880,16,1574,320,0,11,16,27,0,728,1418,24,105,1176,268,328,848,180,508,1356,160,185,70,62,0,1047,544,0,3,49,1653,3376,2018,2,1,0,0,0,111755,42
NY,NY0431,5600225080,BODMAN MEMORIAL LIBRARY,8 ALDRICH STREET,PHILADELPHIA,13673,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,1930,1,0,0,0,0.58,1.15,1.73,46907,1418,0,1307,49632,-9,-9,-9,2756,100,68,2924,-9,52087,0,0,0,0,0,0,9011,6880,182,1574,766,0,11,16,27,10,1196,8127,5989,1260,2538,772,122,2416,531,653,3069,800,873,47,11,0,342,221,0,8,3032,3222,11612,2018,2,1,0,0,0,111755,42
NY,NY0432,5600225640,RODMAN PUBLIC LIBRARY,12509 SCHOOL STREET,RODMAN,13682,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,1166,1,0,0,0,0.5,0,0.5,19461,1418,0,1877,22756,-9,-9,-9,2718,0,0,2718,-9,24576,0,0,0,0,0,0,2108,6880,89,1574,77,0,8,16,24,15,1040,1167,486,117,1552,450,76,1476,41,117,1593,7,29,12,2,0,680,108,0,2,236,1846,4286,2018,2,1,0,0,0,111755,41
NY,NY0433,5600225780,HAY MEMORIAL LIBRARY,105 SOUTH BROAD STREET,SACKETS HARBOR,13685,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,3436,1,0,0,0,0.75,0.44,1.19,49991,1418,0,17689,69098,-9,-9,-9,6418,0,595,7013,-9,77952,0,0,0,0,0,0,6010,6880,210,1574,709,0,11,16,27,16,1768,7022,165,1064,8077,3011,667,7410,510,1177,8587,937,1776,113,64,8,2835,2282,55,3,1008,2027,21540,2018,2,1,0,0,0,111755,41
NY,NY0434,5600226420,THERESA FREE LIBRARY,301 MAIN STREET,THERESA,13691,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,2880,1,0,0,0,0.63,0,0.63,45778,1418,0,1960,49156,-9,-9,-9,6307,0,978,7285,-9,49156,0,0,0,1,1,0,7976,6880,491,1574,9,0,11,16,27,24,1300,2128,376,382,2542,1120,172,2370,137,309,2679,629,699,63,35,2,504,388,11,4,815,3269,5938,2018,2,1,0,0,0,111755,42
NY,NY0435,5600226430,THOUSAND ISLAND PARK LIBRARY,42743 ST. LAWRENCE AVENUE,THOUSAND ISLAND PARK,13692,JEFFERSON,Y,OTH,01/01/2018,12/31/2018,163,1,0,0,0,0.68,0.49,1.17,5108,1418,0,11428,17954,-9,-9,-9,3863,0,0,3863,-9,13360,0,0,0,0,0,0,3068,6880,371,1574,8,0,11,16,27,0,1118,2322,15,1064,1737,1008,126,1611,70,196,1807,6,10,29,21,0,508,470,0,4,815,3269,4878,2018,2,1,0,0,0,111755,42
NY,NY0436,5600226830,ROSWELL P. FLOWER MEMORIAL LIBRARY,229 WASHINGTON STREET,WATERTOWN,13601,JEFFERSON,Y,CI1,07/01/2017,06/30/2018,26787,1,0,0,4.38,4.38,7.7,12.08,1360516,108380,0,109969,1578865,614819,419003,1033822,77422,34468,6293,118183,424701,1576706,0,0,0,0,0,0,98032,6235,5404,1405,6869,0,10,16,26,40,3380,95636,3221,23418,128793,39603,9435,119358,14946,24381,143739,11314,10352,565,364,42,17902,14719,511,24,16927,38936,82636,2018,2,1,0,0,0,111755,13
NY,NY0437,5600230530,BEAVER FALLS LIBRARY,9607 LEWIS STREET,BEAVER FALLS,13305,LEWIS,Y,OTH,01/01/2018,12/31/2018,1365,1,0,0,0,0.5,0,0.5,28452,2981,0,265,31698,-9,-9,-9,361,0,0,361,-9,25520,0,0,0,0,0,0,4712,6880,21,1574,243,0,11,16,27,0,1040,603,294,747,3691,1561,0,3691,0,0,3691,0,0,0,0,0,0,0,0,4,335,354,15988,2018,2,1,0,0,0,26447,42
NY,NY0438,5600231530,CONSTABLEVILLE LIBRARY,3158 MAIN STREET,CONSTABLEVILLE,13325,LEWIS,Y,OTH,01/01/2018,12/31/2018,240,1,0,0,0,0.35,0,0.35,23653,2981,0,6129,32763,-9,-9,-9,1223,0,60,1283,-9,32299,0,0,0,121,121,2512,3678,6880,33,1574,310,0,11,16,27,10,728,2094,95,151,1636,257,131,1505,105,236,1741,454,573,16,9,0,493,351,0,4,450,754,17850,2018,2,1,0,0,0,26447,43
NY,NY0439,5600231640,CROGHAN FREE LIBRARY,9794 STATE ROUTE 812,CROGHAN,13327,LEWIS,Y,OTH,01/01/2018,12/31/2018,613,1,0,0,0,0.63,0.47,1.1,53761,2981,0,15807,72549,-9,-9,-9,12752,0,218,12970,-9,72350,0,0,0,0,0,5850,9793,6880,83,1574,1147,0,11,16,27,26,1352,6897,1120,982,16155,7864,733,15422,411,1144,16566,1778,2445,102,18,4,1578,691,57,3,747,6297,24615,2018,2,1,0,0,0,26447,42
NY,NY0440,5600232800,HARRISVILLE FREE LIBRARY,8209 MAIN STREET,HARRISVILLE,13648,LEWIS,Y,OTH,01/01/2018,12/31/2018,623,1,0,0,0,0.15,1.13,1.28,57626,2980,0,15409,76015,-9,-9,-9,6860,0,2432,9292,-9,84693,0,20645,0,0,20645,33900,6083,6880,139,1574,1024,0,11,16,27,0,1560,8259,455,691,6744,1380,507,6237,458,965,7202,798,872,12,4,2,365,250,35,8,3500,3265,22740,2018,2,1,0,0,0,26447,42
NY,NY0441,5600233750,LOWVILLE FREE LIBRARY,5387 DAYAN STREET,LOWVILLE,13367,LEWIS,Y,OTH,01/01/2018,12/31/2018,4939,1,0,0,0,0.88,1.33,2.21,86061,3026,0,128934,218021,67930,8090,76020,15433,0,169,15602,46594,138216,0,0,0,0,0,37535,14801,6880,644,1574,530,0,11,16,27,0,2028,18078,468,3646,23994,7087,2616,21378,2940,5556,26934,3328,4588,226,116,71,2694,1923,352,8,2201,14372,38467,2018,2,1,0,0,0,26447,32
NY,NY0442,5600233790,LYONS FALLS LIBRARY,3918 HIGH STREET,LYONS FALLS,13368,LEWIS,Y,OTH,01/01/2018,12/31/2018,561,1,0,0,0,0.53,0,0.53,24025,6418,0,4708,35151,-9,-9,-9,1363,0,240,1603,-9,40457,0,75415,0,29087,104502,0,6098,6880,192,1574,314,0,11,16,27,8,1040,3722,453,384,2159,619,198,1961,595,793,2754,649,988,30,18,0,516,367,0,4,1185,2410,15707,2018,2,1,0,0,0,26447,43
NY,NY0443,5600233940,WILLIAM H. BUSH MEMORIAL LIBRARY,5605 WHITAKER ROAD,MARTINSBURG,13404,LEWIS,Y,OTH,01/01/2018,12/31/2018,1420,1,0,0,0,0.55,0.55,1.1,32289,2981,0,1005,36275,-9,-9,-9,12659,0,1827,14486,-9,109582,0,0,0,0,0,3614,14734,6880,270,1574,1127,0,11,16,27,62,1248,4178,202,272,8769,5210,211,8558,927,1138,9696,1775,1628,84,19,0,766,140,0,7,461,1119,15546,2018,2,1,0,0,0,26447,42
NY,NY0444,5600234860,OSCEOLA PUBLIC LIBRARY,2117 NORTH OSCEOLA ROAD,CAMDEN,13316,LEWIS,Y,OTH,01/01/2018,12/31/2018,227,1,0,0,0,0.3,0,0.3,2187,3004,0,2866,8057,-9,-9,-9,702,0,64,766,-9,10739,0,0,0,0,0,19762,1865,6880,77,1574,1865,0,11,16,27,5,624,706,55,104,1003,174,139,864,69,208,1072,10,94,81,0,8,109,0,36,3,131,870,56,2018,2,1,0,0,0,26447,42
NY,NY0445,5600235320,PORT LEYDEN COMMUNITY LIBRARY,3145 CANAL STREET,PORT LEYDEN,13433,LEWIS,Y,OTH,01/01/2018,12/31/2018,666,1,0,0,0,0.53,0.47,1,24230,2981,0,2400,29611,-9,-9,-9,3545,0,0,3545,-9,44859,0,0,0,0,0,0,6809,6880,175,1574,130,0,11,16,27,14,1092,8748,70,497,3264,608,227,3037,128,355,3392,451,366,40,35,0,536,424,0,4,834,956,19267,2018,2,1,0,0,0,26447,43
NY,NY0446,5600236530,B. ELIZABETH STRONG MEMORIAL LIBRARY,6312 EAST MAIN STREET,TURIN,13473,LEWIS,Y,OTH,01/01/2018,12/31/2018,230,1,0,0,0,0.34,0.09,0.43,26646,2981,0,700,30327,-9,-9,-9,3185,0,70,3255,-9,30535,0,0,0,0,0,0,6337,6880,168,1574,889,0,11,16,27,47,676,2155,96,213,1891,598,38,1853,262,300,2153,729,170,28,13,2,1014,272,75,5,331,3561,15302,2018,2,1,0,0,0,26447,43
NY,NY0447,5600461200,CENTRAL SQUARE LIBRARY,637 SOUTH MAIN STREET,CENTRAL SQUARE,13036,OSWEGO,Y,OTH,01/01/2018,12/31/2018,1832,1,0,0,0,0.88,0.98,1.86,87158,1418,0,4526,93102,-9,-9,-9,6598,70,1154,7822,-9,70441,0,0,0,0,0,0,18530,6880,254,1574,1454,0,11,16,27,13,2028,14800,350,3472,16904,4225,1311,15593,753,2064,17657,1894,1353,75,53,0,1078,486,0,5,3450,2619,18756,2018,2,1,0,0,0,117898,21
NY,NY0448,5600462430,FULTON PUBLIC LIBRARY,160 SOUTH FIRST STREET,FULTON,13069,OSWEGO,Y,CI1,01/01/2018,12/31/2018,20436,1,0,0,1.13,1.13,5.33,6.46,400300,9889,0,14533,424722,151352,66654,218006,23145,0,3602,26747,102058,346811,0,7990,0,9907,17897,54440,29523,6235,873,1405,3288,0,10,16,26,40,2808,48464,4264,8711,50181,16272,1933,48248,5028,6961,55209,4302,7737,453,342,20,9390,8128,284,12,11180,10687,35641,2018,2,1,0,0,0,117898,32
NY,NY0449,5600462780,HANNIBAL FREE LIBRARY,162 OSWEGO STREET,HANNIBAL,13074,OSWEGO,Y,OTH,01/01/2018,12/31/2018,4812,1,0,0,0,0.8,1.4,2.2,92693,1423,0,5474,99590,54824,5033,59857,5079,0,1249,6328,14949,81134,0,0,0,1006,1006,2600,10282,6880,254,1574,1013,0,11,16,27,22,2366,6513,485,1951,7826,2384,468,7358,257,725,8083,852,1941,171,121,44,976,476,396,7,1472,5509,11464,2018,2,1,0,0,0,117898,42
NY,NY0450,5600464050,MEXICO PUBLIC LIBRARY,3269 MAIN STREET,MEXICO,13114,OSWEGO,Y,OTH,01/01/2018,12/31/2018,1610,1,0,0,0,0.66,1,1.66,100614,1418,0,16545,118577,-9,-9,-9,14890,0,1376,16266,-9,109966,0,0,0,22,22,0,18455,6880,173,1574,1229,0,11,16,27,20,2203,19529,832,4274,21390,11247,1592,19798,983,2575,22373,2567,3084,144,85,1,2730,1530,16,6,2012,25397,19326,2018,2,1,0,0,0,117898,42
NY,NY0451,5600464850,COGSWELL FREE LIBRARY,1999 COUNTY ROUTE 2,ORWELL,13426,OSWEGO,Y,OTH,01/01/2018,12/31/2018,1157,1,0,0,0,0.55,0,0.55,37648,1418,0,1486,40552,-9,-9,-9,2681,0,864,3545,-9,24767,0,0,0,0,0,0,5133,6880,40,1574,751,0,11,16,27,5,1072,1815,238,259,2502,741,138,2364,145,283,2647,815,810,11,3,2,97,21,18,4,471,3710,7060,2018,2,1,0,0,0,117898,42
NY,NY0452,5600464880,OSWEGO SCHOOL DISTRICT PUBLIC LIBRARY,120 EAST SECOND STREET,OSWEGO,13126,OSWEGO,Y,CI1,07/01/2017,06/30/2018,32800,1,0,0,1.75,1.75,8.23,9.98,1286547,12173,0,55327,1354047,377858,172763,550621,35503,0,4199,39702,228768,819091,0,0,0,0,0,0,63374,6235,1570,1405,4884,0,10,16,26,72,2766,68333,6900,12470,74614,25996,5407,69207,6657,12064,81271,7052,8467,379,130,14,6208,2990,295,30,10366,23416,53904,2018,2,1,0,0,0,117898,32
NY,NY0453,5600464960,PARISH PUBLIC LIBRARY,3 CHURCH STREET,PARISH,13131,OSWEGO,Y,OTH,06/01/2017,05/31/2018,446,1,0,0,0,0.5,0.2,0.7,40876,3404,0,69090,113370,-9,-9,-9,7028,0,0,7028,-9,54330,0,0,0,67206,67206,0,8477,6147,108,1382,488,0,9,16,25,0,1040,4998,208,1025,4520,951,231,4289,471,702,4991,1399,669,177,44,1,1943,1115,7,5,873,3455,9661,2018,2,1,0,0,0,117898,41
NY,NY0454,5600465110,PHOENIX PUBLIC LIBRARY,34 ELM STREET,PHOENIX,13135,OSWEGO,Y,OTH,01/01/2018,12/31/2018,2361,1,0,0,0,0.75,1.5,2.25,96560,1418,0,11226,109204,63674,7659,71333,5616,0,239,5855,33539,110727,0,0,0,0,0,0,26019,6880,541,1574,1493,0,11,16,27,27,1950,13155,1640,2883,13550,5140,823,12727,9218,10041,22768,2845,1818,152,73,0,2686,2061,0,10,2392,8916,15807,2018,2,1,0,0,0,117898,21
NY,NY0455,5600465390,PULASKI PUBLIC LIBRARY,4917 NORTH JEFFERSON STREET,PULASKI,13142,OSWEGO,Y,OTH,06/01/2017,05/31/2018,2344,1,0,0,0,0.75,1.13,1.88,121686,3404,0,9694,134784,-9,-9,-9,10071,0,0,10071,-9,125376,0,0,0,0,0,0,23429,6147,1715,1382,1860,0,9,16,25,17,2418,10659,9149,5244,14112,3621,1456,12656,1259,2715,15371,2499,1759,112,58,6,1455,1036,24,8,3027,7957,27888,2018,2,1,0,0,0,117898,42
NY,NY0456,5600465840,ANNIE PORTER AINSWORTH MEMORIAL LIBRARY,6064 SOUTH MAIN STREET,SANDY CREEK,13145,OSWEGO,Y,OTH,01/01/2018,12/31/2018,3905,1,0,0,0.88,0.88,0.82,1.7,78322,14418,0,21177,113917,-9,-9,-9,4532,0,3229,7761,-9,95086,0,0,0,0,0,0,10446,6880,181,1574,1794,0,11,16,27,23,1820,10969,431,2186,18217,6904,702,17515,666,1368,18883,2713,3645,139,76,6,1381,909,60,11,2195,4861,16326,2018,2,1,0,0,0,117898,42
NY,NY0457,5600511090,CANTON FREE LIBRARY,8 PARK STREET,CANTON,13617,ST. LAWRENCE,Y,OTH,01/01/2018,12/31/2018,10899,1,2,0,1.75,3.12,7.7,10.82,346958,3259,0,173956,524173,271555,44204,315759,23037,1400,3469,27906,84610,428275,0,10758,0,0,10758,40285,42206,6880,1361,1574,3319,0,12,16,28,100,3222,81567,3748,8170,41914,16917,3611,38303,11083,14694,52997,3616,4823,213,150,52,3797,3024,386,17,2684,22530,48957,2018,2,1,0,0,0,108047,33
NY,NY0458,5600511520,HEPBURN LIBRARY,84 MAIN STREET,COLTON,13625,ST. LAWRENCE,Y,OTH,01/01/2018,12/31/2018,1438,1,0,0,0,0.88,0.18,1.06,118596,1418,0,2761,122775,-9,-9,-9,14519,0,1096,15615,-9,106980,0,0,0,0,0,0,25023,6880,834,1574,3481,0,11,16,27,98,1300,8151,341,1235,16050,3685,648,15402,1495,2143,17545,3118,1490,10,6,0,1486,244,0,5,517,1881,11452,2018,2,1,0,0,0,108047,42
NY,NY0459,5600511635,CLIFTON COMMUNITY LIBRARY,7171 STATE HIGHWAY 3,CRANBERRY LAKE,12927,ST. LAWRENCE,Y,OTH,01/01/2018,12/31/2018,744,1,0,0,0,0.68,0.5,1.18,37000,2981,0,20256,60237,-9,-9,-9,5769,0,1253,7022,-9,60057,0,0,0,0,0,0,5264,6880,281,1574,1108,0,11,16,27,43,1398,4650,233,782,4685,783,263,4422,178,441,4863,1241,558,25,4,0,602,143,0,5,438,5433,17527,2018,2,1,0,0,0,108047,43
NY,NY0460,5600512040,HEPBURN LIBRARY OF EDWARDS,205 MAIN STREET,EDWARDS,13635,ST. LAWRENCE,Y,OTH,01/01/2018,12/31/2018,1146,1,0,0,0,0.58,0,0.58,31158,1418,0,1789,34365,-9,-9,-9,1915,0,0,1915,-9,46021,0,0,0,0,0,8579,7110,6880,21,1574,12,0,11,16,27,13,1169,3250,157,395,1225,87,1,1224,653,654,1878,3,5,17,13,0,145,78,0,3,238,210,20144,2018,2,1,0,0,0,108047,42
